EXPEDIENT;DISTRICTE;BARRI;TIPUS_CARRER;CARRER;TIPUS_NUM;NUM1;LLETRA1;NUM2;LLETRA2;BLOC;PORTAL;ESCALA;PIS;PORTA
02-2014-0379;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;134;;;;;;;AT;3
02-2013-1106;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;136;;;;;;B;02;5
02-2014-0680;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;136;;;;;;A;05;3
02-2012-0658;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;136;;138;;;;A;03;2
02-2012-0656;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;136;;138;;;;A;07;2
02-2014-0426;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;142;;;;;;;01;2
02-2013-0336;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;144;;;;;;;05;2
02-2013-1237;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;148;;;;;;2;04;2
02-2014-2072;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;160;;;;;;;04;2
02-2013-1295;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;160;;;;;;;AT;2
02-2012-2043;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;161;;;;;;;04;2
02-2014-1302;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;165;;;;;;;PR;1
02-2014-1810;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;165;;;;;;;PR;2
02-2014-1638;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;172;;;;;;;03;B
02-2010-0446;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;173;;;;;;;01;3
02-2014-1665;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;189;;;;;;;05;1
02-2014-1710;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;1;193;;;;;;;01;1
05-2013-0231;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;02;1
05-2013-0230;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;02;3
05-2013-0349;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;04;2
05-2014-0226;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;05;1
05-2013-0351;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;05;3
05-2013-0054;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;AT;2
05-2014-0225;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;AT;3
05-2013-0055;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;EN;1
05-2013-0352;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;PR;2
05-2013-0229;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;SA;1
05-2013-0350;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;CASANOVA;1;211;;;;;;;SA;2
02-2012-0944;Eixample;l'Antiga Esquerra de l'Eixample;C;CASANOVA;2;212;;;;;;;01;2
02-2013-1770;Eixample;la Dreta de l'Eixample;C;CASP;1;19;;;;;;;03;3
02-2012-0580;Eixample;la Dreta de l'Eixample;C;CASP;1;19;;;;;;;06;2
02-2014-0099;Eixample;la Dreta de l'Eixample;C;CASP;1;19;;;;;;;AT;
02-2013-0932;Eixample;la Dreta de l'Eixample;C;CASP;2;30;;;;;;;AT;
02-2013-0118;Eixample;la Dreta de l'Eixample;C;CASP;2;36;;;;;;;03;2
02-2014-1667;Eixample;la Dreta de l'Eixample;C;CASP;2;38;;;;;;;04;
02-2014-1346;Eixample;la Dreta de l'Eixample;C;CASP;1;39;;;;;;;03;2
02-2013-0551;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;01;1A
02-2013-1815;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;01;1B
02-2014-1561;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;01;2A
02-2014-1558;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;01;2B
02-2013-0550;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;02;1A
02-2014-1553;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;02;1B
02-2014-1566;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;02;2A
02-2014-1549;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;02;2B
02-2013-0496;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;03;1A
02-2014-0728;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;03;1B
02-2014-1121;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;03;2A
02-2014-0393;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;03;2B
02-2013-0497;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;04;1
02-2013-0452;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;AT;2
02-2014-1543;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;PR;1
02-2014-1617;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;PR;2
02-2014-1625;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;PR;3
02-2014-1629;Eixample;la Dreta de l'Eixample;C;CASP;1;41;;;;;;;PR;4
02-2014-1751;Eixample;la Dreta de l'Eixample;C;CASP;1;45;;;;;;;PR;1
02-2014-1754;Eixample;la Dreta de l'Eixample;C;CASP;1;45;;;;;;;PR;2
02-2008-1137;Eixample;la Dreta de l'Eixample;C;CASP;1;63;;;;;;;02;1
02-2009-0963;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;01;1
02-2009-0965;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;01;2
02-2009-0966;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;01;3
02-2009-0967;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;01;4
02-2009-0968;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;01;5
02-2009-0969;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;02;1
02-2009-0970;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;02;2
02-2009-0971;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;02;3
02-2009-0972;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;02;4
02-2009-0973;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;02;5
02-2009-0974;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;03;1
02-2009-0975;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;03;2
02-2009-0976;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;03;3
02-2009-0979;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;03;4
02-2009-0980;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;03;5
02-2009-0981;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;04;1
02-2009-0982;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;04;2
02-2009-0983;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;04;3
02-2009-0984;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;04;4
02-2009-0985;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;04;5
02-2009-0986;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;05;1
02-2009-0987;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;05;2
02-2009-0988;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;05;3
02-2009-0989;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;05;4
02-2009-0958;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;BJ;1
02-2009-0959;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;BJ;2
02-2009-0961;Eixample;la Dreta de l'Eixample;C;CASP;2;74;;;;;;;BJ;3
02-2014-1298;Eixample;el Fort Pienc;C;CASP;1;75;;;;;;;06;1
02-2014-0570;Eixample;la Dreta de l'Eixample;C;CASP;2;78;;;;;;;02;2
02-2008-0936;Eixample;el Fort Pienc;C;CASP;1;81;;;;;;;01;3
02-2013-0246;Eixample;la Dreta de l'Eixample;C;CASP;2;82;;;;;;A;04;3
02-2012-1334;Eixample;el Fort Pienc;C;CASP;2;106;;;;;;;03;1
02-2013-1423;Eixample;el Fort Pienc;C;CASP;2;108;;;;;;;02;A
02-2013-1422;Eixample;el Fort Pienc;C;CASP;2;108;;;;;;;02;B
02-2014-1102;Eixample;el Fort Pienc;C;CASP;1;141;B;;;;;;06;4
02-2014-1593;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;01;1
02-2014-1597;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;01;2
02-2014-1605;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;02;1
02-2014-1585;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;02;2
02-2014-1592;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;03;1
02-2014-1612;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;03;2
02-2014-1618;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;04;1
02-2014-1616;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;04;2
02-2014-1624;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;05;
02-2014-1571;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;EN;1
02-2014-1583;Eixample;el Fort Pienc;C;CASP;2;150;;;;;;;EN;2
02-2014-0504;Eixample;el Fort Pienc;C;CASP;2;156;;;;;;;02;2
02-2013-0377;Eixample;el Fort Pienc;C;CASP;2;174;;;;;;;SA;2
02-2008-1142;Eixample;el Fort Pienc;C;CASP;2;190;;;;;;;06;1
10-2010-0274;Sant Martí;el Poblenou;C;CASTANYS;1;5;;;;;;;01;2
10-2012-0383;Sant Martí;el Poblenou;C;CASTELLA;1;1;;3;;;;;AT;
10-2014-0174;Sant Martí;el Poblenou;C;CASTELLA;1;19;;23;;;;;02;2
10-2013-0064;Sant Martí;Provençals del Poblenou;C;CASTELLA;1;33;;;;;;;03;2
10-2011-0214;Sant Martí;Provençals del Poblenou;C;CASTELLA;2;44;;46;;;;;05;4
09-2012-0094;Sant Andreu;Sant Andreu;C;CASTELLBELL;1;19;;23;;;;;BJ;1
09-2012-0095;Sant Andreu;Sant Andreu;C;CASTELLBELL;1;19;;23;;;;;BJ;4
09-2012-0272;Sant Andreu;Sant Andreu;C;CASTELLBELL;1;25;;29;;;;2;01;1
09-2012-0273;Sant Andreu;Sant Andreu;C;CASTELLBELL;1;25;;29;;;;2;02;1
09-2012-0274;Sant Andreu;Sant Andreu;C;CASTELLBELL;1;25;;29;;;;2;BJ;1
09-2012-0096;Sant Andreu;Sant Andreu;C;CASTELLBELL;1;25;;29;;;;2;BJ;3
02-2009-0121;Eixample;la Sagrada Família;C;CASTILLEJOS;1;213;;;;;;;05;2
02-2013-1748;Eixample;la Sagrada Família;C;CASTILLEJOS;2;216;;;;;;;01;1
02-2014-2143;Eixample;la Sagrada Família;C;CASTILLEJOS;1;241;;;;;;;02;2
02-2014-0984;Eixample;la Sagrada Família;C;CASTILLEJOS;1;243;;;;;;;06;1
02-2013-1810;Eixample;la Sagrada Família;C;CASTILLEJOS;1;251;;;;;;;PR;2
02-2012-1780;Eixample;la Sagrada Família;C;CASTILLEJOS;1;251;;;;;;;PR;4
02-2013-1565;Eixample;la Sagrada Família;C;CASTILLEJOS;1;255;;;;;;;05;1
02-2012-0946;Eixample;la Sagrada Família;C;CASTILLEJOS;1;287;;;;;;;AT;2
02-2014-0561;Eixample;la Sagrada Família;C;CASTILLEJOS;1;301;;;;;;;03;3
02-2014-1048;Eixample;la Sagrada Família;C;CASTILLEJOS;2;320;;;;;;;EN;2
02-2014-1474;Eixample;la Sagrada Família;C;CASTILLEJOS;1;323;;;;;;;03;2
02-2014-1465;Eixample;la Sagrada Família;C;CASTILLEJOS;1;323;;;;;;;03;4
02-2013-1239;Eixample;la Sagrada Família;C;CASTILLEJOS;1;323;;;;;;;05;2
02-2014-0138;Eixample;la Sagrada Família;C;CASTILLEJOS;2;332;;;;;;;01;1
02-2012-1324;Eixample;la Sagrada Família;C;CASTILLEJOS;2;332;;;;;;;02;4
02-2012-1346;Eixample;la Sagrada Família;C;CASTILLEJOS;1;339;;;;;;;PR;2
02-2011-0715;Eixample;la Sagrada Família;C;CASTILLEJOS;1;349;;;;;;;02;1
07-2014-0164;Horta-Guinardó;el Baix Guinardó;C;CASTILLEJOS;1;395;;;;;;;PR;3
07-2013-0001;Horta-Guinardó;el Baix Guinardó;C;CASTILLEJOS;1;411;;413;;;;;2;1
07-2012-0090;Horta-Guinardó;el Baix Guinardó;C;CASTILLEJOS;1;427;;;;;;;3;1
02-2013-0224;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;1;;;;;;;05;2
02-2012-1041;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;5;;;;;;;02;2
02-2013-2104;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;5;;;;;;;02;3
02-2012-1976;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;02;1
02-2012-1977;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;02;2
02-2012-1978;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;02;3
02-2012-1979;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;02;4
02-2012-1274;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;03;1
02-2012-1270;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;03;2
02-2012-1272;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;03;3
02-2012-1273;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;03;4
02-2012-1269;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;04;2
02-2013-1076;Eixample;la Dreta de l'Eixample;PL;CATALUNYA;2;8;;;;;;;04;2
02-2012-1083;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;05;1
02-2014-0700;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;05;10
02-2012-1252;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;05;4
02-2014-1496;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;05;7
02-2014-0120;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;05;9
02-2010-1356;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;AT;4
02-2014-1688;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;AT;6
02-2013-1593;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;AT;7
02-2013-1821;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;SA;1
02-2013-1822;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;SA;2
02-2013-1824;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;SA;3
02-2013-1826;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;8;;;;;;;SA;4
02-2012-0839;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;10;;;;;;;02;1
02-2013-0016;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;10;;;;;;;03;2
02-2013-2464;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;10;;;;;;;AT;2
02-2014-2064;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;12;;;;;;;AT;2
02-2014-2167;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;15;;;;;;;03;1
02-2014-2165;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;15;;;;;;;03;2
02-2014-2166;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;15;;;;;;;05;2
01-2012-0675;Ciutat Vella;el Barri Gòtic;PL;CATALUNYA;1;21;;;;;;;07;2
02-2013-1315;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;22;;;;;;A;01;1
02-2011-1357;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;31;;;;;;A;01;1
02-2011-1358;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;31;;;;;;B;01;1
02-2013-0202;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;31;;;;;;;02;1
02-2012-0424;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;31;;;;;;;11;A
02-2012-0423;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;31;;;;;;;11;B
02-2012-1069;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;32;;;;;;;02;1A
02-2012-1068;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;32;;;;;;;02;1B
02-2012-1067;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;32;;;;;;;02;1D
02-2014-1500;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;37;;;;;;;AT;2
02-2010-0333;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;39;;;;;;;AT;
02-2013-1618;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;41;;;;;;;02;
02-2013-1712;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;41;;;;;;;03;
02-2013-0761;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;01;1A
02-2013-0762;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;01;1B
02-2013-0763;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;01;2A
02-2013-0764;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;01;2B
02-2013-0080;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;02;1
02-2013-0394;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;02;2A
02-2013-0395;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;02;2B
02-2012-1058;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;03;1
02-2013-0797;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;03;2B
02-2013-2460;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;05;1
02-2013-2458;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;05;2
02-2014-2142;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;AT;1A
02-2012-1714;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;AT;2A
02-2012-1715;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;AT;2B
02-2013-0757;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;PR;1A
02-2013-0758;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;PR;1B
02-2013-0759;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;PR;2A
02-2013-0760;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;PR;2B
02-2013-1341;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;42;;;;;;;SA;1
02-2014-0779;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;44;;;;;;;PR;1
02-2013-1342;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;45;;;;;;;01;1
02-2013-1610;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;46;;;;;;;01;
02-2013-1611;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;46;;;;;;;02;
02-2013-1612;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;46;;;;;;;03;
02-2013-1613;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;46;;;;;;;04;
02-2013-1614;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;46;;;;;;;05;
02-2013-1615;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;46;;;;;;;06;
02-2013-1838;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;48;;;;;;;03;2
02-2014-0174;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;50;;;;;;;01;1
02-2014-2042;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;02;2
02-2014-2040;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;04;1
02-2014-2038;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;04;2
02-2012-1648;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;05;1
02-2013-0081;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;05;2
02-2012-1479;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;05;4
02-2012-1477;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;05;5
02-2013-0728;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;06;1
02-2014-1147;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;06;2
02-2014-0824;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;06;3
02-2014-1144;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;06;4
02-2013-0729;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;06;5
02-2014-1151;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;AT;1
02-2014-1154;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;AT;2
02-2014-2043;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;AT;3
02-2012-1650;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;AT;4
02-2014-0823;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;52;;;;;;;SA;1
02-2014-1595;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;54;;;;;;;01;2
02-2013-1983;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;54;;;;;;;04;1
02-2014-1582;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;54;;;;;;;05;1
02-2014-1599;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;54;;;;;;;05;2
02-2014-1607;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;54;;;;;;;05;3
02-2013-1984;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;54;;;;;;;AT;1
02-2014-1588;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;54;;;;;;;AT;2
02-2014-1601;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;54;;;;;;;SA;1
02-2008-0708;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;60;;;;;;;SA;
02-2014-1382;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;63;;;;;;;PR;1
02-2012-0830;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;67;;;;;;;02;1A
02-2012-0829;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;67;;;;;;;02;1B
02-2014-1277;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;70;;;;;;;04;1
02-2013-2294;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;85;;;;;;;02;2
02-2014-1280;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;85;;;;;;;03;2
02-2009-0978;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;89;;;;;;;03;1
02-2014-0065;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;89;;;;;;;03;4
02-2014-1124;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;95;;;;;;;05;1
02-2008-1139;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;98;B;;;;;;02;2
02-2011-0884;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;98;B;;;;;;02;3
02-2013-2292;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;98;B;;;;;;04;2
02-2012-1720;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;98;B;;;;;;05;4
02-2013-0179;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;99;;;;;;;03;2
02-2013-1270;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;99;;;;;;;05;2
02-2009-0541;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;99;;;;;;;06;1
02-2013-0181;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;100;;;;;;;03;2
02-2013-1060;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;100;;;;;;;03;3
02-2013-1058;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;2;100;;;;;;;05;1
02-2014-0438;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;101;;;;;;;01;1
02-2012-1285;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;101;;;;;;;02;1
02-2012-1312;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;101;;;;;;;02;2
02-2012-1873;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;101;;;;;;;03;1
02-2012-1314;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;101;;;;;;;04;A
02-2012-1626;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;101;;;;;;;04;B
02-2014-0439;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;101;;;;;;;05;1
02-2012-1315;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;101;;;;;;;05;B
02-2012-1537;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;103;;;;;;;02;B1
02-2012-1539;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;103;;;;;;;02;B2
02-2014-0268;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;103;;;;;;;03;B
02-2014-0269;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;103;;;;;;;04;A
02-2011-0038;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;103;;;;;;;04;C
02-2012-1316;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;103;;;;;;;05;B
02-2012-1677;Eixample;la Dreta de l'Eixample;RBLA;CATALUNYA;1;103;;;;;;;05;C
